인덱스,팀명,YEAR,종합순위,ERA(투수),G(투수),W(투수),L(투수),SV(투수),HLD(투수),WPCT(투수),IP(투수),H(투수),HR(투수),BB(투수),HBP(투수),SO(투수),R(투수),ER(투수),WHIP(투수),CG(투수),SHO(투수),QS(투수),BSV(투수),TBF(투수),NP(투수),AVG(투수),2B(투수),3B(투수),SAC(투수),SF(투수),IBB(투수),WP(투수),BK(투수),AVG(타자),PA(타자),AB(타자),R(타자),H(타자),2B(타자),3B(타자),HR(타자),TB(타자),RBI(타자),SAC(타자),SF(타자),BB(타자),IBB(타자),HBP(타자),SO(타자),GDP(타자),SLG(타자),OBP(타자),OPS(타자),MH(타자),RISP(타자),PH-BA(타자),E(수비),PKO(수비),PO(수비),A(수비),DP(수비),FPCT(수비),PB(수비),SB(수비),CS(수비),CS%(수비),SBA(수비),SB(주루),CS(주루),SB%(주루),OOB(주루),PKO(주루),순위등락,ERA(투수)_현재성장,G(투수)_현재성장,W(투수)_현재성장,L(투수)_현재성장,SV(투수)_현재성장,HLD(투수)_현재성장,WPCT(투수)_현재성장,IP(투수)_현재성장,H(투수)_현재성장,HR(투수)_현재성장,BB(투수)_현재성장,HBP(투수)_현재성장,SO(투수)_현재성장,R(투수)_현재성장,ER(투수)_현재성장,WHIP(투수)_현재성장,CG(투수)_현재성장,SHO(투수)_현재성장,QS(투수)_현재성장,BSV(투수)_현재성장,TBF(투수)_현재성장,NP(투수)_현재성장,AVG(투수)_현재성장,2B(투수)_현재성장,3B(투수)_현재성장,SAC(투수)_현재성장,SF(투수)_현재성장,IBB(투수)_현재성장,WP(투수)_현재성장,BK(투수)_현재성장,AVG(타자)_현재성장,PA(타자)_현재성장,AB(타자)_현재성장,R(타자)_현재성장,H(타자)_현재성장,2B(타자)_현재성장,3B(타자)_현재성장,HR(타자)_현재성장,TB(타자)_현재성장,RBI(타자)_현재성장,SAC(타자)_현재성장,SF(타자)_현재성장,BB(타자)_현재성장,IBB(타자)_현재성장,HBP(타자)_현재성장,SO(타자)_현재성장,GDP(타자)_현재성장,SLG(타자)_현재성장,OBP(타자)_현재성장,OPS(타자)_현재성장,MH(타자)_현재성장,RISP(타자)_현재성장,PH-BA(타자)_현재성장,E(수비)_현재성장,PKO(수비)_현재성장,PO(수비)_현재성장,A(수비)_현재성장,DP(수비)_현재성장,FPCT(수비)_현재성장,PB(수비)_현재성장,SB(수비)_현재성장,CS(수비)_현재성장,CS%(수비)_현재성장,SBA(수비)_현재성장,SB(주루)_현재성장,CS(주루)_현재성장,SB%(주루)_현재성장,OOB(주루)_현재성장,PKO(주루)_현재성장,ERA(투수)_1년전성장,G(투수)_1년전성장,W(투수)_1년전성장,L(투수)_1년전성장,SV(투수)_1년전성장,HLD(투수)_1년전성장,WPCT(투수)_1년전성장,IP(투수)_1년전성장,H(투수)_1년전성장,HR(투수)_1년전성장,BB(투수)_1년전성장,HBP(투수)_1년전성장,SO(투수)_1년전성장,R(투수)_1년전성장,ER(투수)_1년전성장,WHIP(투수)_1년전성장,CG(투수)_1년전성장,SHO(투수)_1년전성장,QS(투수)_1년전성장,BSV(투수)_1년전성장,TBF(투수)_1년전성장,NP(투수)_1년전성장,AVG(투수)_1년전성장,2B(투수)_1년전성장,3B(투수)_1년전성장,SAC(투수)_1년전성장,SF(투수)_1년전성장,IBB(투수)_1년전성장,WP(투수)_1년전성장,BK(투수)_1년전성장,AVG(타자)_1년전성장,PA(타자)_1년전성장,AB(타자)_1년전성장,R(타자)_1년전성장,H(타자)_1년전성장,2B(타자)_1년전성장,3B(타자)_1년전성장,HR(타자)_1년전성장,TB(타자)_1년전성장,RBI(타자)_1년전성장,SAC(타자)_1년전성장,SF(타자)_1년전성장,BB(타자)_1년전성장,IBB(타자)_1년전성장,HBP(타자)_1년전성장,SO(타자)_1년전성장,GDP(타자)_1년전성장,SLG(타자)_1년전성장,OBP(타자)_1년전성장,OPS(타자)_1년전성장,MH(타자)_1년전성장,RISP(타자)_1년전성장,PH-BA(타자)_1년전성장,E(수비)_1년전성장,PKO(수비)_1년전성장,PO(수비)_1년전성장,A(수비)_1년전성장,DP(수비)_1년전성장,FPCT(수비)_1년전성장,PB(수비)_1년전성장,SB(수비)_1년전성장,CS(수비)_1년전성장,CS%(수비)_1년전성장,SBA(수비)_1년전성장,SB(주루)_1년전성장,CS(주루)_1년전성장,SB%(주루)_1년전성장,OOB(주루)_1년전성장,PKO(주루)_1년전성장,순위등락_1년전성장
2007현대,현대,2007,6,4.41,126,56,69,0,46,0.448,1127,1104,119,466,48,796,615,552,1.39,1,2,44,11,4906,18861,0.259,192,21,91,32,20,32,4,0.271,4920,4260,530,1154,178,7,96,1634,507,125,32,443,38,60,653,111,0.384,0.346,0.73,126,0.269,0.3,96,4,3381,1327,106,0.98,12,127,47,27,87,51,36,58.6,57,5,-3,1,0,-14,14,0,1,-0.112,12.33333333,51,50,72,-23,-20,148,130,0.09,-1,-13,-23,0,135,403,0.008,20,3,9,9,20,-7,4,0.001,122,168,-17,50,6,-2,4,64,-11,-28,0,-1,21,-17,25,3,0,-0.004,-0.004,0,-0.003,0.093,3,-2,37,1,-19,0,9,46,24,4.9,-31,-20,-11,-1.6,4,-4,-1.27,0,17,-15,0,23,0.129,-1,-122,-56,-28,-9,13,-180,-158,-0.13,0,6,20,11,-159,-468,-0.022,-33,-3,-3,-10,-2,-4,-3,0.014,-101,-98,-16,33,4,-7,-42,-103,-11,48,6,-14,5,-43,-189,23,-0.015,0.006,-0.009,1,0.031,-0.05,-7,3,-3,-14,14,0.001,-4,-7,-18,-9.7,-1,-10,9,-7.9,-3,-3,4
2007롯데,롯데,2007,7,4.12,126,55,68,0,24,0.447,1120 2/3,1164,93,414,69,704,554,513,1.41,2,9,59,12,4871,18425,0.274,184,19,95,43,40,46,4,0.27,4894,4273,533,1152,193,18,76,1609,501,104,39,405,34,73,763,87,0.377,0.34,0.717,126,0.282,0.262,82,14,3362,1444,118,0.983,10,80,38,32.2,113,67,46,59.3,56,3,0,0.26,0,5,-5,0,-10,0.04,2,36,10,4,9,67,13,33,0.04,-3,0,-5,-6,49,337,0.006,-26,7,-5,5,10,16,3,0.02,128,136,45,118,20,15,-12,132,38,-20,18,-13,17,8,-52,3,0.02,0.013,0.033,1,0.014,0.078,-2,4,6,-85,-5,0,-3,10,-10,-8.5,10,5,5,-0.9,-12,-4,-0.44,0,-8,6,0,10,-0.057,-1.666666667,31,-8,2,-29,-180,-32,-55,0.03,3,3,6,18,-23,-285,0.008,19,-5,2,12,-11,-14,0,-0.003,44,-40,-12,-24,-29,-20,5,-78,-7,30,1,57,6,-5,-41,1,-0.015,0.005,-0.01,0,0.007,-0.044,-14,1,-5,112,-1,0.003,7,-41,12,16.2,-37,-26,-11,-2.7,11,-1,-2
2007KIA,KIA,2007,8,4.49,126,51,74,0,27,0.408,1109 2/3,1109,103,526,97,670,602,554,1.47,2,6,43,6,4933,18852,0.266,244,17,93,39,28,60,7,0.257,4811,4204,499,1080,198,16,73,1529,465,78,45,428,7,55,630,117,0.364,0.33,0.694,126,0.242,0.156,77,5,3329,1426,131,0.984,8,114,37,24.5,114,70,44,61.4,30,5,-4,1.16,0,-13,15,0,-2,-0.112,-8.666666667,111,30,84,19,-65,151,140,0.18,0,-3,-6,-5,208,636,0.023,72,10,12,16,11,16,5,0.002,57,23,23,13,7,-6,11,41,34,-24,19,38,-13,0,-20,27,0.008,0.005,0.013,0,-0.005,-0.103,11,-3,-26,0,-2,-0.002,2,37,-2,-9.1,-22,-23,1,-7,-16,-3,-1.48,0,15,-17,0,3,0.128,13.33333333,-168,-65,-68,-41,-51,-208,-177,-0.23,-6,4,8,11,-250,-1071,-0.033,-28,0,-10,-10,1,-15,-1,-0.005,-94,-53,-65,-35,8,9,-37,-120,-76,23,-5,-40,-4,-19,-68,-11,-0.024,-0.012,-0.036,1,0.007,0.068,-32,-3,40,38,5,0.006,-4,-20,-5,2.4,-8,-8,0,-1.7,3,2,4
2006삼성,삼성,2006,1,3.33,126,73,50,0,65,0.593,1118,1030,100,365,63,781,471,414,1.25,1,15,56,13,4699,18038,0.249,185,10,98,28,9,21,7,0.255,4779,4091,538,1043,192,9,73,1472,505,90,42,477,14,79,689,107,0.36,0.341,0.701,126,0.254,0.246,76,3,3354,1293,94,0.984,5,78,48,38.1,173,121,52,69.9,56,6,0,-0.5,0,-1,2,0,3,-0.014,-11.33333333,4,-9,-22,-16,-94,-57,-66,0,-1,8,16,13,-92,-542,0.005,-12,-11,5,5,-2,-28,2,-0.013,-196,-143,-76,-91,14,3,-38,-185,-70,-8,8,-23,-7,-30,-59,-5,-0.031,-0.016,-0.047,0,-0.011,0.042,-10,-2,-34,-68,-4,0.002,3,-5,11,7.3,38,24,14,-2,14,-1,0.07,-7,1,-4,0,-12,0.023,-67,-66,-9,-118,-6,-119,-36,-20,-0.08,-2,-2,-12,0,-347,-1657,-0.003,16,8,6,-11,-6,6,-1,-0.001,-195,-275,-27,-81,-47,-3,-21,-197,-25,14,3,40,-1,23,44,-10,-0.02,0.011,-0.009,-5,-0.003,0.044,-2,-2,-201,-63,-14,-0.001,-11,-3,-29,-12.6,53,47,6,10.9,-8,-7,1
2006한화,한화,2006,2,3.35,126,67,57,0,47,0.54,1121 1/3,1077,94,373,49,760,475,418,1.29,11,14,56,13,4731,17764,0.257,166,11,94,18,17,37,2,0.253,4769,4170,511,1057,191,3,110,1584,481,68,30,442,13,59,800,120,0.38,0.331,0.711,123,0.24,0.195,84,6,3364,1421,105,0.983,7,123,51,29.3,93,65,28,69.9,41,3,2,-1.06,0,3,-4,0,4,0.028,10.33333333,-116,-17,-16,-39,98,-128,-127,-0.13,9,8,1,13,-139,-649,-0.022,-21,-5,15,-27,8,2,0,-0.017,-72,-134,-111,-106,-20,-6,-49,-285,-113,37,-1,42,1,-16,-24,-1,-0.054,-0.01,-0.064,-3,-0.021,-0.025,-26,2,31,-58,-22,0.005,0,-7,-3,0,7,3,4,-2.2,8,1,-0.8,-7,11,-13,0,7,0.095,-69.66666667,-97,-59,-66,-4,-37,-147,-138,-0.06,-1,6,7,0,-397,-1284,-0.003,-28,4,-16,1,-9,-12,0,0.002,-309,-215,-10,-50,-34,-8,19,-43,-11,-57,-2,-56,-2,21,-99,14,0.011,0.001,0.012,-7,-0.001,-0.028,15,-4,-209,82,12,-0.003,-4,34,14,-0.1,-54,-20,-34,13.5,-17,-5,3
2006현대,현대,2006,3,3.41,126,70,55,0,45,0.56,1114 2/3,1053,69,394,71,816,467,422,1.3,2,15,67,11,4771,18458,0.251,172,18,82,23,0,39,0,0.27,4798,4092,547,1104,172,9,92,1570,518,153,32,444,17,77,628,108,0.384,0.35,0.734,126,0.272,0.207,93,6,3344,1326,125,0.98,3,81,23,22.1,118,71,47,60.2,53,9,4,-1.27,0,17,-15,0,23,0.129,-1,-122,-56,-28,-9,13,-180,-158,-0.13,0,6,20,11,-159,-468,-0.022,-33,-3,-3,-10,-2,-4,-3,0.014,-101,-98,-16,33,4,-7,-42,-103,-11,48,6,-14,5,-43,-189,23,-0.015,0.006,-0.009,1,0.031,-0.05,-7,3,-3,-14,14,0.001,-4,-7,-18,-9.7,-1,-10,9,-7.9,-3,-3,0.62,-7,-22,17,0,-10,-0.155,-71.33333333,-18,2,-18,21,-39,57,45,0.05,-1,1,-23,0,-205,-1233,0.01,-27,5,16,8,2,2,-1,-0.019,-423,-290,-129,-162,-22,3,0,-178,-124,-6,-12,-149,-17,34,-54,-24,-0.014,-0.026,-0.04,-8,-0.045,-0.023,22,-4,-214,-127,-1,-0.006,-5,6,-4,-3.6,-26,-19,-7,-0.9,-11,6,-6
2006KIA,KIA,2006,4,3.33,126,64,59,0,29,0.52,1118 1/3,998,73,442,78,735,451,414,1.29,2,9,49,11,4725,18216,0.243,172,7,81,23,17,44,2,0.255,4754,4181,476,1067,191,22,62,1488,431,102,26,390,20,55,650,90,0.356,0.325,0.681,126,0.247,0.259,66,8,3355,1426,133,0.986,6,77,39,33.6,136,93,43,68.4,46,8,4,-1.48,0,15,-17,0,3,0.128,13.33333333,-168,-65,-68,-41,-51,-208,-177,-0.23,-6,4,8,11,-250,-1071,-0.033,-28,0,-10,-10,1,-15,-1,-0.005,-94,-53,-65,-35,8,9,-37,-120,-76,23,-5,-40,-4,-19,-68,-11,-0.024,-0.012,-0.036,1,0.007,0.068,-32,-3,40,38,5,0.006,-4,-20,-5,2.4,-8,-8,0,-1.7,3,2,0.3,-7,-18,15,0,2,-0.131,-78,-32,19,14,-1,13,22,-2,0.09,3,-4,-8,0,-224,-430,0.008,-13,-15,14,-6,3,11,2,-0.007,-342,-192,-102,-80,-41,4,-44,-245,-103,-3,-23,-119,2,-5,25,-17,-0.039,-0.017,-0.056,-7,-0.023,-0.072,19,9,-234,-63,-23,-0.004,3,35,1,-9.8,-37,-26,-11,-0.1,5,-4,-4
2006두산,두산,2006,5,3.36,126,63,60,0,29,0.512,1115 2/3,968,69,424,69,834,467,416,1.25,7,10,67,12,4690,17927,0.24,158,18,117,47,13,55,1,0.258,4708,4147,455,1068,152,28,55,1441,425,81,27,368,14,83,635,102,0.347,0.328,0.675,126,0.258,0.176,95,7,3347,1306,110,0.98,19,108,47,30.3,189,132,57,69.8,72,8,-3,-0.06,0,-9,9,0,-22,-0.073,-9.333333333,-70,-21,-16,-8,16,2,-11,-0.06,5,-4,12,12,-84,-79,-0.011,10,12,35,14,0,-1,-1,-0.012,-214,-109,-141,-79,-31,11,-8,-112,-133,0,-8,-97,0,-2,-66,9,-0.018,-0.023,-0.041,0,-0.017,0.012,15,0,-28,7,-39,-0.003,7,22,11,0.8,36,29,7,2.5,21,4,-0.46,-7,2,-11,0,4,0.055,-52.66666667,-106,-5,-17,2,19,-95,-81,-0.05,-2,2,1,0,-282,-1192,-0.009,-29,-9,-2,-7,-5,7,-1,0.002,-187,-229,-10,-53,-19,-2,-26,-154,-15,26,-5,32,2,-11,-79,7,-0.016,0.009,-0.007,-6,0.007,-0.054,-8,1,-158,-110,3,0,1,4,-4,-3.3,23,32,-9,12.7,-8,-5,1
2006SK,SK,2006,6,3.8,126,60,65,0,52,0.48,1124,1071,85,446,83,701,535,475,1.35,0,6,47,16,4819,18300,0.259,172,11,119,33,24,26,2,0.254,4793,4177,509,1059,171,19,99,1565,488,96,33,424,19,63,859,84,0.375,0.329,0.704,126,0.246,0.254,90,8,3372,1436,137,0.982,6,121,50,29.2,164,117,47,71.3,58,11,-3,0.39,0,-10,15,0,2,-0.103,-13,66,-18,24,-16,-142,50,44,0.09,-2,-4,-3,16,-3,-522,0.019,12,0,31,10,10,-5,1,-0.015,-191,-53,-80,-80,-3,7,-23,-138,-71,-40,-5,-71,-8,-22,53,-4,-0.028,-0.026,-0.054,0,-0.003,-0.011,10,-2,-39,115,34,-0.001,-3,39,-12,-13.9,9,16,-7,6.1,0,-4,-0.99,-7,9,-14,0,1,0.095,-49.33333333,-168,-13,-116,-11,-48,-159,-149,-0.18,-1,4,11,0,-394,-1647,-0.023,-48,-2,9,-2,-4,-26,-7,-0.003,-270,-269,-66,-84,-22,3,-16,-148,-67,31,3,-26,3,-8,-12,-10,-0.008,-0.002,-0.01,-6,-0.022,0.106,-3,0,-148,-148,-44,-0.001,-3,-8,2,3.1,58,51,7,13.7,5,11,2
2006롯데,롯데,2006,7,3.86,126,50,73,0,34,0.407,1118 2/3,1128,83,410,60,637,541,480,1.37,5,9,64,18,4822,18088,0.268,210,12,100,38,30,30,1,0.25,4766,4137,488,1034,173,3,88,1477,463,124,21,418,17,65,815,84,0.357,0.327,0.684,125,0.268,0.184,84,10,3356,1529,123,0.983,13,70,48,40.7,103,62,41,60.2,68,7,-2,-0.44,0,-8,6,0,10,-0.057,-1.666666667,31,-8,2,-29,-180,-32,-55,0.03,3,3,6,18,-23,-285,0.008,19,-5,2,12,-11,-14,0,-0.003,44,-40,-12,-24,-29,-20,5,-78,-7,30,1,57,6,-5,-41,1,-0.015,0.005,-0.01,0,0.007,-0.044,-14,1,-5,112,-1,0.003,7,-41,12,16.2,-37,-26,-11,-2.7,11,-1,0.08,-7,8,-5,0,-22,0.054,-70,-119,-18,-41,13,64,-35,-23,-0.06,-2,-2,9,0,-315,-1205,-0.012,-29,4,-7,-27,0,1,-2,0.001,-353,-285,-33,-67,7,2,-5,-71,-30,20,-11,-55,-4,-22,3,-16,0.008,-0.005,0.003,-7,0.013,0.082,11,-2,-210,-103,-10,-0.003,-3,22,-9,-9.1,-35,-41,6,-10.8,-9,-2,3
2006LG,LG,2006,8,4.22,126,47,75,0,53,0.385,1110,1144,87,439,60,625,574,521,1.43,3,10,51,14,4834,18397,0.273,188,22,115,33,23,41,3,0.246,4724,4217,457,1037,181,16,81,1493,430,92,32,330,19,52,813,86,0.354,0.306,0.66,125,0.232,0.208,82,9,3330,1382,132,0.983,7,64,42,39.6,117,84,33,71.8,30,8,-2,-0.68,0,-7,4,0,-6,-0.047,7.666666667,-68,-22,-41,-20,-156,-92,-79,-0.1,0,3,1,14,-135,-1145,-0.01,-12,4,27,-7,-4,-7,-2,-0.014,-61,-5,-144,-61,-8,-5,-24,-151,-124,12,-9,-19,7,-41,-102,14,-0.035,-0.021,-0.056,-1,-0.044,-0.039,-7,-6,23,68,20,0.002,-5,-14,8,9.2,-77,-65,-12,-5,0,-2,0.59,-7,-5,1,0,-5,-0.025,-62,-23,-7,-63,16,-2,29,43,0,0,1,4,0,-211,-807,0.006,-7,1,12,-2,-4,-7,4,0.001,-296,-210,13,-52,13,-3,3,-36,0,7,1,-92,-6,-2,23,-17,0.01,-0.01,0,-7,0.012,0.054,-15,2,-186,-47,-30,0.002,-4,14,-17,-13.9,77,80,-3,17.8,-26,3,0
2005삼성,삼성,2005,1,3.83,126,74,48,0,62,0.607,1129 1/3,1026,109,387,79,875,528,480,1.25,2,7,40,0,4791,18580,0.244,197,21,93,23,11,49,5,0.268,4975,4234,614,1134,178,6,111,1657,575,98,34,500,21,109,748,112,0.391,0.357,0.748,126,0.265,0.204,86,5,3388,1361,98,0.982,2,83,37,30.8,135,97,38,71.9,42,7,1,0.07,-7,1,-4,0,-12,0.023,-67,-66,-9,-118,-6,-119,-36,-20,-0.08,-2,-2,-12,0,-347,-1657,-0.003,16,8,6,-11,-6,6,-1,-0.001,-195,-275,-27,-81,-47,-3,-21,-197,-25,14,3,40,-1,23,44,-10,-0.02,0.011,-0.009,-5,-0.003,0.044,-2,-2,-201,-63,-14,-0.001,-11,-3,-29,-12.6,53,47,6,10.9,-8,-7,-0.61,0,-3,-1,0,33,-0.005,13.33333333,-107,-15,11,26,186,-49,-74,-0.1,2,4,7,0,-12,403,-0.021,-41,-11,-8,5,2,-3,3,-0.015,-71,-55,-128,-80,-11,-5,-81,-344,-144,11,-7,-21,3,1,43,-9,-0.071,-0.014,-0.085,-2,-0.025,-0.046,13,-3,40,45,-6,-0.002,4,5,12,3.4,-6,-6,0,-2.6,9,9,2
2005두산,두산,2005,2,3.42,126,72,51,0,51,0.585,1125,1038,90,440,77,818,465,427,1.31,2,14,55,0,4774,18006,0.251,148,6,82,33,13,56,2,0.27,4922,4256,596,1147,183,17,63,1553,558,81,35,465,14,85,701,93,0.365,0.351,0.716,126,0.275,0.164,80,7,3375,1299,149,0.983,12,86,36,29.5,153,103,50,67.3,51,4,1,-0.46,-7,2,-11,0,4,0.055,-52.66666667,-106,-5,-17,2,19,-95,-81,-0.05,-2,2,1,0,-282,-1192,-0.009,-29,-9,-2,-7,-5,7,-1,0.002,-187,-229,-10,-53,-19,-2,-26,-154,-15,26,-5,32,2,-11,-79,7,-0.016,0.009,-0.007,-6,0.007,-0.054,-8,1,-158,-110,3,0,1,4,-4,-3.3,23,32,-9,12.7,-8,-5,-0.36,0,13,-12,0,-6,0.095,2,-50,-10,-7,-4,145,-59,-46,-0.05,-3,5,2,0,-88,54,-0.008,-31,-3,-21,-3,-4,12,0,-0.008,-56,-51,43,-51,-3,-2,-1,-61,32,-8,-12,-19,-5,34,74,-35,-0.009,-0.004,-0.013,-1,-0.003,-0.054,-2,4,6,6,11,0.001,1,-26,1,6.3,36,13,23,-7.1,14,2,4
2005SK,SK,2005,3,3.41,126,70,50,0,50,0.583,1137,1005,103,422,99,843,485,431,1.26,2,10,50,0,4822,18822,0.24,160,11,88,23,14,31,1,0.269,4984,4230,589,1139,174,12,122,1703,559,136,38,495,27,85,806,88,0.403,0.355,0.758,126,0.249,0.265,80,10,3411,1321,103,0.983,9,82,62,43.1,155,101,54,65.2,58,15,2,-0.99,-7,9,-14,0,1,0.095,-49.33333333,-168,-13,-116,-11,-48,-159,-149,-0.18,-1,4,11,0,-394,-1647,-0.023,-48,-2,9,-2,-4,-26,-7,-0.003,-270,-269,-66,-84,-22,3,-16,-148,-67,31,3,-26,3,-8,-12,-10,-0.008,-0.002,-0.01,-6,-0.022,0.106,-3,0,-148,-148,-44,-0.001,-3,-8,2,3.1,58,51,7,13.7,5,11,-0.04,0,-5,0,0,1,-0.02,5,-17,-19,41,27,132,2,-3,0.01,0,-4,-5,0,58,639,-0.004,-4,-8,-5,-7,-1,15,6,0,97,54,11,15,-13,-7,-18,-66,14,-22,3,57,14,4,55,11,-0.02,0.007,-0.013,-1,0.002,-0.031,-7,-4,15,-91,29,0.001,-2,-11,-7,0.1,-42,-32,-10,-7.5,-11,-1,-3
2005한화,한화,2005,4,4.41,126,64,61,0,43,0.512,1111,1193,111,389,88,662,603,545,1.42,2,6,55,0,4870,18413,0.279,187,16,79,45,9,35,2,0.27,4841,4304,622,1163,211,9,159,1869,594,31,31,400,12,75,824,121,0.434,0.341,0.775,126,0.261,0.22,110,4,3333,1479,127,0.978,7,130,54,29.3,86,62,24,72.1,33,2,3,-0.8,-7,11,-13,0,7,0.095,-69.66666667,-97,-59,-66,-4,-37,-147,-138,-0.06,-1,6,7,0,-397,-1284,-0.003,-28,4,-16,1,-9,-12,0,0.002,-309,-215,-10,-50,-34,-8,19,-43,-11,-57,-2,-56,-2,21,-99,14,0.011,0.001,0.012,-7,-0.001,-0.028,15,-4,-209,82,12,-0.003,-4,34,14,-0.1,-54,-20,-34,13.5,-17,-5,0.84,0,-10,9,0,5,-0.075,-11.33333333,106,28,18,24,-73,133,104,0.12,-1,-8,-6,0,102,-191,0.021,-7,-2,13,-1,4,-6,-7,0.014,-48,61,55,82,27,-3,19,160,84,-14,12,-86,-8,-21,36,18,0.03,-0.003,0.027,0,0.01,0.047,20,4,-34,73,18,-0.004,4,-14,3,4.2,5,4,1,0.8,-14,-5,-2
2005롯데,롯데,2005,5,4.3,126,58,67,0,24,0.464,1120 1/3,1097,91,408,89,817,573,535,1.34,2,6,58,0,4845,18373,0.26,191,17,98,26,41,44,1,0.253,4722,4177,500,1058,202,23,83,1555,470,94,20,361,11,70,856,83,0.372,0.322,0.694,125,0.261,0.228,98,9,3361,1417,124,0.98,6,111,36,24.5,140,88,52,62.9,57,8,3,0.08,-7,8,-5,0,-22,0.054,-70,-119,-18,-41,13,64,-35,-23,-0.06,-2,-2,9,0,-315,-1205,-0.012,-29,4,-7,-27,0,1,-2,0.001,-353,-285,-33,-67,7,2,-5,-71,-30,20,-11,-55,-4,-22,3,-16,0.008,-0.005,0.003,-7,0.013,0.082,11,-2,-210,-103,-10,-0.003,-3,22,-9,-9.1,-35,-41,6,-10.8,-9,-2,-0.79,0,11,-19,0,-12,0.11,26,-86,-62,14,-17,106,-101,-90,-0.09,1,4,5,0,-13,165,-0.017,-39,-9,12,13,25,7,0,-0.004,88,-3,42,-18,-37,3,15,-4,49,-9,3,78,4,19,5,24,-0.001,0.01,0.009,-1,0.005,-0.06,-17,4,78,-27,-13,0.003,-5,11,-6,-5.9,25,45,-20,17.7,6,2,0
2005LG,LG,2005,6,4.9,126,54,71,0,59,0.432,1102 1/3,1212,109,480,80,781,666,600,1.53,3,7,50,0,4969,19542,0.283,200,18,88,40,27,48,5,0.26,4785,4222,601,1098,189,21,105,1644,554,80,41,349,12,93,915,72,0.389,0.327,0.716,126,0.276,0.247,89,15,3307,1314,112,0.981,12,78,34,30.4,194,149,45,76.8,30,10,0,0.59,-7,-5,1,0,-5,-0.025,-62,-23,-7,-63,16,-2,29,43,0,0,1,4,0,-211,-807,0.006,-7,1,12,-2,-4,-7,4,0.001,-296,-210,13,-52,13,-3,3,-36,0,7,1,-92,-6,-2,23,-17,0.01,-0.01,0,-7,0.012,0.054,-15,2,-186,-47,-30,0.002,-4,14,-17,-13.9,77,80,-3,17.8,-26,3,0.33,0,-1,-1,0,13,-0.001,-5.333333333,34,-4,12,4,-11,58,40,0.05,1,-4,-2,0,14,-54,0.006,22,-6,-40,8,4,6,-1,0.01,117,57,79,62,-12,-5,-4,28,69,-1,0,37,7,25,111,-1,0.001,0.018,0.019,0,0.035,-0.008,6,-2,-16,53,26,-0.001,10,17,-1,-8.2,-80,-66,-14,-9.5,16,2,0
2005현대,현대,2005,7,4.68,126,53,70,0,22,0.431,1115 2/3,1175,125,422,80,803,647,580,1.43,2,9,47,0,4930,18926,0.273,205,21,85,33,2,43,3,0.256,4899,4190,563,1071,168,16,134,1673,529,105,26,458,12,120,817,85,0.399,0.344,0.743,125,0.241,0.257,100,3,3347,1340,111,0.979,7,88,41,31.8,119,81,38,68.1,56,12,-6,0.62,-7,-22,17,0,-10,-0.155,-71.33333333,-18,2,-18,21,-39,57,45,0.05,-1,1,-23,0,-205,-1233,0.01,-27,5,16,8,2,2,-1,-0.019,-423,-290,-129,-162,-22,3,0,-178,-124,-6,-12,-149,-17,34,-54,-24,-0.014,-0.026,-0.04,-8,-0.045,-0.023,22,-4,-214,-127,-1,-0.006,-5,6,-4,-3.6,-26,-19,-7,-0.9,-11,6,-0.07,0,-5,2,0,-11,-0.025,-3,-52,3,-17,-3,2,-37,-11,-0.05,1,4,12,0,-62,-22,-0.01,3,-1,-23,-8,-6,-15,2,-0.011,9,-3,-31,-47,-18,-2,-41,-192,-20,-28,0,64,6,-23,144,9,-0.043,-0.003,-0.046,0,0.014,0.072,-34,4,-9,19,-19,0.007,3,-38,-28,-2.4,22,25,-3,8,-5,1,0
2005KIA,KIA,2005,8,4.81,126,49,76,0,26,0.392,1105,1166,138,510,119,786,659,591,1.52,8,5,41,0,4975,19287,0.276,200,7,91,33,16,59,3,0.26,4848,4234,541,1102,183,13,99,1608,507,79,31,430,24,74,718,101,0.38,0.337,0.717,125,0.24,0.191,98,11,3315,1388,128,0.98,10,97,44,31.2,144,101,43,70.1,43,6,-4,0.3,-7,-18,15,0,2,-0.131,-78,-32,19,14,-1,13,22,-2,0.09,3,-4,-8,0,-224,-430,0.008,-13,-15,14,-6,3,11,2,-0.007,-342,-192,-102,-80,-41,4,-44,-245,-103,-3,-23,-119,2,-5,25,-17,-0.039,-0.017,-0.056,-7,-0.023,-0.072,19,9,-234,-63,-23,-0.004,3,35,1,-9.8,-37,-26,-11,-0.1,5,-4,0.89,0,-11,11,0,-10,-0.086,5,106,-18,82,19,-47,110,119,0.15,-7,-1,-16,0,200,555,0.018,35,12,-11,9,1,6,0,-0.005,63,-22,-14,-29,5,-7,14,4,-16,-12,17,44,4,37,-28,46,0.003,0.005,0.008,1,-0.021,0.037,9,1,15,-42,28,-0.002,0,14,-9,-11,-32,-19,-13,1.7,-35,-1,-1
